,,,Search Result Columns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Downloaded on:,14-Jul-2026,,,,,,,,,,,,,,,,,,,,
Created for:,"Stewart Neifert, Johns Hopkins Technology Ventures",,,,,,,,,,,,,,,,,,,,
Search Link:,https://my.pitchbook.com/?pcc=1356759-82,,,,,,,,,,,,,,,,,,,,
Search Criteria:,Investor Types: Angels/Incubators; Venture Capital; Assets Under Management: Min: 25M; Fund Strategy: Venture Capital; Fund Vintage Year: From: 2016; Fund Status: Open Funds; Deal Types: All VC Stages; All Series; Investors with Funds having invested in Deals matching criteria; ,,,,,,,,,,,,,,,,,,,,
* All investments represented are equity and add-on investments,,,,,,,,,,,,,,,,,,,,,
Investor ID,Investors,Last Investment Company,Preferred Investment Types,Preferred Geography,Preferred Deal Size,Dry Powder,Preferred Investment Amount,Preferred Verticals,Preferred PitchBook Industry,Investments,Active Portfolio,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Primary Investor Type,AUM,HQ Location,Investor Status,Description,View Investor Online
497537-83,Grimley Capital,Sunday,"Acquisition Financing, Early Stage VC, Later Stage VC, Seed Round",United States,,,1.00 - 5.00,"Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Construction Technology, Impact Investing, LOHAS & Wellness, Nanotechnology, Real Estate Technology, Supply Chain Tech","Agriculture, Building Products, Chemicals and Gases, Construction (Non-Wood), Containers and Packaging, Energy, Other Commercial Products, Other Materials, Textiles",17,10,,,,11,Venture Capital,500.00,"Denver, CO",Actively Seeking New Investments,"Founded in 2016, Grimley Capital is a venture capital firm based in Denver, Colorado. The firm focuses on multifamily real estate and early-stage venture capital investments. The firm prefers to invest in the climate tech, sustainability, and social impact sectors.",View Investor Online
519407-92,Meridian Ventures,Hippos,"Early Stage VC, Seed Round",,,,0.50 - 0.75,,"Business Products and Services (B2B), Software",17,16,2,10,15,15,Venture Capital,37.50,"New York, NY",Actively Seeking New Investments,"Founded in 2023, Meridian Ventures is a venture capital firm based in New York City, New York. The firm prefers to invest in early-stage companies operating in the enterprise software sector.",View Investor Online
438842-35,S16VC,Nudge (Entertainment Software),"Later Stage VC, Seed Round","Europe, United States",,,0.34 - 0.56,,,17,13,,1,3,17,Venture Capital,100.00,"Amsterdam, Netherlands",Actively Seeking New Investments,"Founded in 2020, S16VC is a venture capital firm based in Amsterdam, Netherlands. The firm prefers to invest in companies based in the United States and Europe region.",View Investor Online
465492-52,Scale Asia Ventures,Fluxion AI,"Accelerator/Incubator, Convertible Debt, Early Stage VC, Later Stage VC, Seed Round","Asia, Canada, Europe, Israel, United States",,0.00,0.10 - 30.00,"Artificial Intelligence & Machine Learning, Big Data, Cryptocurrency/Blockchain, Cybersecurity, EdTech, FinTech, Infrastructure, InsurTech, Life Sciences, Real Estate Technology, SaaS, TMT","Financial Services, Healthcare, Infrastructure, IT Services, Software",16,14,4,12,15,16,Venture Capital,200.00,"Palo Alto, CA",Actively Seeking New Investments,"Founded in 2021, Scale Asia Ventures is a venture capital firm based in Palo Alto, California, specializing in seed stage, early stage, and growth stage investments in private companies across technology sectors.",View Investor Online
539618-23,Digital Africa (Paris),Swyft Logistic,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round",Africa,,,0.11,"SaaS, TMT","Other Information Technology, Software",15,14,,,,15,Accelerator/Incubator,148.83,"Paris, France",Actively Seeking New Investments,"Founded in 2018, Digital Africa is an accelerator based in Paris, France. Thefirm prefers to invest in tech across Africa",View Investor Online
167429-35,Fuel Venture Capital,Mirai (Business/Productivity Software),"Early Stage VC, Later Stage VC, Seed Round",,,,,"Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Construction Technology, Cybersecurity, E-Commerce, EdTech, Esports, FinTech, FoodTech, Gaming, InsurTech, Internet of Things, Legal Tech, Marketing Tech, SaaS, Space Technology, Supply Chain Tech, TMT, Virtual Reality","Business Products and Services (B2B), Consumer Products and Services (B2C), Other Financial Services, Software",15,12,,2,7,13,VC-Backed Company,550.00,"Miami, FL",Actively Seeking New Investments,"Founded in 2017, Fuel Venture Capital is a venture capital firm based in Miami, Florida. The firm specializes in seed, early, and growth-stage investments across technology sectors. The firm manages approximately $550 million in assets across five funds and has deployed capital into over 40 early-stage companies shaping the future of AI, consumer technologies, enterprise software, and financial markets. The firm partners with entrepreneurs to build enduring businesses and unlock value for investors and founders alike. The firm has offices in Miami and San Francisco.",View Investor Online
431320-06,Integra Groupe,Prometheus,"Early Stage VC, PE Growth/Expansion","Argentina, Bolivia, Brazil, Chile, Colombia, Costa Rica, Dominican Republic, Ecuador, El Salvador, Guatemala, Honduras, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, United States, Uruguay, Venezuela",,,0.05 - 10.00,"AgTech, Artificial Intelligence & Machine Learning, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FemTech, FinTech, FoodTech, HealthTech, HR Tech, Impact Investing, InsurTech, Internet of Things, SaaS, Supply Chain Tech, TMT, Virtual Reality","Commercial Services, Elder and Disabled Care, Healthcare Technology Systems, Managed Care, Other Services (B2C Non-Financial), Real Estate Services (B2C), Software",15,12,,2,8,15,Venture Capital,321.00,"Menlo Park, CA",Actively Seeking New Investments,"Founded in 2018, Integra Groupe is a Registered Investment Advisor (RIA) based in Menlo Park, CA. The firm serves as the outsourced alternative investment partner for HNWI, multiple Family Offices, wealth managers, and boutique investment banks, providing them with essential knowledge, access, management capabilities, and tools needed to effectively navigate the intricate alternative investment landscape, with a special focus on technology investments.",View Investor Online
267356-44,LIP Ventures,Quantum Art,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","Canada, Europe, Israel, United States",,,0.50 - 9.00,"3D Printing, AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, Autonomous cars, B2B Payments, Big Data, Car-Sharing, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cybersecurity, Digital Health, E-Commerce, EdTech, Esports, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Infrastructure, InsurTech, Internet of Things, Legal Tech, Marketing Tech, Micro-Mobility, Mobile, Mobile Commerce, Nanotechnology, Real Estate Technology, Restaurant Technology, Robotics and Drones, SaaS, Space Technology, TMT, Virtual Reality","Business Products and Services (B2B), Consumer Products and Services (B2C), Energy, Financial Services, Healthcare, Materials and Resources, Software",15,11,1,3,7,13,Venture Capital,220.00,"Mexico City, Mexico",Actively Seeking New Investments,"Founded in 2019, LIP Ventures Boutique is a venture capital firm based in Mexico City, Mexico. The firm seeks to invest in the internet, mobile software, enterprise software, artificial intelligence, fintech, cybersecurity, foodtech, agritech, energy, big data, medtech, and autonomous driving sectors.",View Investor Online
54365-95,Spintop Ventures,Tonada,"Early Stage VC, Seed Round","Denmark, Faroe Islands, Finland, Iceland, Norway, Sweden",,,0.52 - 2.59,"Artificial Intelligence & Machine Learning, AudioTech, B2B Payments, Big Data, Climate Tech, CloudTech & DevOps, Cybersecurity, E-Commerce, EdTech, FinTech, Gaming, HealthTech, HR Tech, InsurTech, Internet of Things, Legal Tech, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Robotics and Drones, SaaS, Supply Chain Tech, TMT, Virtual Reality","Internet Service Providers, Software, Telecommunications Service Providers",15,14,,,3,15,Venture Capital,207.60,"Östersund, Sweden",Actively Seeking New Investments,"Founded in 2010, Spintop Ventures is a venture capital firm based in Östersund, Sweden. The firm invests in seed and early-stage Nordic-based software technology companies.",View Investor Online
225228-61,Innoangel Fund,Weiyi New Space,"Early Stage VC, Later Stage VC, Seed Round",,,,,"Artificial Intelligence & Machine Learning, FinTech, Robotics and Drones","Consumer Products and Services (B2C), Healthcare, Information Technology",14,14,4,10,14,14,Venture Capital,589.62,"Beijing, China",,"Founded in 2013, Innoangel Fund is a venture capital firm headquartered in Beijing, China. The firm specializes in seed to pre-Series A investments into companies operating within the artificial intelligence, robotics, consumer, entertainment, information technology, healthcare and financial technology sectors.",View Investor Online
223377-85,Lanai Ventures,8Layers,"Early Stage VC, Seed Round",Spain,,1.39,0.40 - 1.14,"AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, B2B Payments, Beauty, Big Data, Car-Sharing, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, Esports, FemTech, FinTech, FoodTech, HealthTech, HR Tech, Industrials, Infrastructure, InsurTech, Internet of Things, Legal Tech, LOHAS & Wellness, Marketing Tech, Mobile, Mobility Tech, Pet Technology, Real Estate Technology, Restaurant Technology, Ridesharing, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, TMT, Wearables & Quantified Self","Business/Productivity Software, Database Software, Educational Software, Financial Services, Financial Software",14,14,4,5,11,13,Venture Capital,28.62,"Barcelona, Spain",Actively Seeking New Investments,"Founded in 2016, Lanai Ventures is a venture capital firm based in Barcelona, Spain. The firm focuses on pre-seed and seed-stage startups operating in Spain. Additionally, the firm leverages a vast network of top founders as Limited Partners.",View Investor Online
484588-45,SuperAngel.Fund,OuterSignal,"Angel (individual), Early Stage VC, Seed Round",United States,,,0.03 - 1.00,"E-Commerce, FinTech, Marketing Tech, Mobile Commerce, Real Estate Technology, SaaS","Business Products and Services (B2B), Real Estate Services (B2C), Software",14,13,1,5,10,12,Venture Capital,30.00,"New York, NY",Actively Seeking New Investments,"Founded in 2021, SuperAngel.Fund is a venture capital firm based in New York. The firm prefers to invest in early-stage companies operating in the consumer, prop-tech, and future of work sectors across the United States.",View Investor Online
523290-88,Failup Ventures,Sono (Business/Productivity Software),"Early Stage VC, Seed Round","Denmark, Faroe Islands, Finland, Iceland, Norway, Sweden, United States",,,0.23 - 1.14,"Climate Tech, Digital Health, E-Commerce, Gaming, HealthTech, Impact Investing, Infrastructure, Mobile Commerce, Mobility Tech","Infrastructure, Software",13,12,,,8,13,Venture Capital,34.35,"Helsinki, Finland",Actively Seeking New Investments,"Founded in 2022, Failup Ventures is a venture capital firm based in Helsinki, Finland. The firm prefers to invest in the United States and Nordic-based pre-seed and seed-stage software companies.",View Investor Online
455015-17,Prevail Private Capital,Global Settlement Network,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,,0.25 - 5.00,,"Consumer Products and Services (B2C), Healthcare, Information Technology",13,13,3,7,13,13,Venture Capital,870.00,"Leawood, KS",Actively Seeking New Investments,"Founded in 2017, -Prevail Private Capital is a venture capital firm based in Leawood, Kansas. The firm prefers to invest in healthcare, technology, and consumer sectors.",View Investor Online
14158-99,Suzhou Oriza Holdings Corporation,EagleSight Dynamics,"Buyout/LBO, Debt - General, Early Stage VC, Later Stage VC, Loan, Merger/Acquisition, PE Growth/Expansion, Seed Round",Southeast Asia,,0.00,,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, Digital Health, HealthTech, Industrials, Internet of Things, Life Sciences, LOHAS & Wellness, Manufacturing, SaaS, TMT","Commercial Services, Communications and Networking, Healthcare, Industrial Supplies and Parts, IT Services, Software",13,13,1,11,13,13,Asset Manager,"14,740.49","Suzhou, China",Actively Seeking New Investments,"Founded in 2001, Oriza Holdings is an asset manager based in Suzhou, China. The firm has multiple investment arms through which it provides funding to seed to growth-stage companies operating in the industrial, healthcare, integrated circuit, and TMT sectors with a focus on Southeast Asia.",View Investor Online
227629-09,ThinKuvate,CoreShield,"Early Stage VC, Seed Round","India, Israel, Southeast Asia, Taiwan, United States",,,0.50 - 1.00,"AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, CleanTech, Climate Tech, Cryptocurrency/Blockchain, Digital Health, EdTech, FinTech, HealthTech, Infrastructure, Mobility Tech, Robotics and Drones, Space Technology, TMT, Virtual Reality","Aerospace and Defense, Energy Infrastructure, Energy Storage, Energy Transportation, Logistics, Other Financial Services, Other Healthcare, Semiconductors, Software, Transportation",13,12,3,5,11,13,Venture Capital,25.00,"Singapore, Singapore",Actively Seeking New Investments,"Founded in 2015, ThinKuvate is a venture capital investment firm based in Singapore with a SEBI-registered fund in India. The firm seeks to participate in angel, seed, pre-series A, and Series A funding rounds. The firm prefers to invest in sectors such as DeepTech, Healthtech, AI, Robotics, SpaceTech, DefenceTech, Selective D2C, Semiconductors & advanced materials, electric vehicles & mobility.",View Investor Online
433340-38,GreenMount (Australia),Astralas,"Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",Oceania,,,0.09 - 4.29,"3D Printing, AdTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, Impact Investing, LOHAS & Wellness, Marketing Tech, Nanotechnology, Oncology, Robotics and Drones, SaaS, Space Technology, Virtual Reality","Business Products and Services (B2B), Consumer Products and Services (B2C), Energy, Healthcare, Information Technology",12,11,,,3,11,PE/Buyout,60.00,"Sydney, Australia",Actively Seeking New Investments,"Founded in 2018, GreenMount is a private equity firm based in Sydney, Australia.",View Investor Online
58650-22,Investitions- und Strukturbank Rheinland-Pfalz,CompoSpring,"Early Stage VC, Joint Venture, Later Stage VC, Loan, Seed Round",Germany,,,0.06 - 0.57,"SaaS, TMT","Consumer Products and Services (B2C), Other Information Technology, Software",12,12,,1,7,8,Venture Capital,125.94,"Mainz, Germany",Actively Seeking New Investments,"Founded in 1993, Investitions- und Strukturbank Rheinland-Pfalz is a venture capital firm based in Mainz, Germany. The firm seeks to invest in the information technology sector operating in Rheinland-Pfalz, Germany.",View Investor Online
174882-34,JME Venture Capital,8Layers,"Early Stage VC, Seed Round",Spain,0.57 - 11.45,,0.57 - 2.29,"B2B Payments, Cryptocurrency/Blockchain, E-Commerce, EdTech, FinTech, FoodTech, Gaming, Legal Tech, Mobile, SaaS, TMT",Software,12,12,,,6,10,Venture Capital,137.38,"Madrid, Spain",Actively Seeking New Investments,"Founded in 2009, JME Venture Capital is a venture capital investment firm based in Madrid, Spain. The firm seeks to invest in information technology, SaaS, mobile, e-commerce, blockchain, education technology, financial technology, food technology, gaming & legal technology sectors.",View Investor Online
431369-20,Lionheart Ventures,Gray Swan,"Early Stage VC, Seed Round","Canada, Europe, Middle East, United States",,,,"Artificial Intelligence & Machine Learning, Cybersecurity, Digital Health, HealthTech, Life Sciences, Wearables & Quantified Self","Healthcare Technology Systems, Software",12,11,3,3,9,12,Venture Capital,60.00,"San Francisco, CA",Actively Seeking New Investments,"Founded in 2018, Lionheart Ventures is a venture capital firm based in San Francisco, California. The firm prefers to invest in the wise development of transformative technologies. The firms primary focus areas are transformative artificial intelligence and frontier mental health technologies.",View Investor Online
11120-86,Maven Capital Partners UK,Texture Jet,"Acquisition Financing, Buyout/LBO, Debt - General, Debt Refinancing, Early Stage VC, Later Stage VC, Loan, Management Buyout, Mezzanine, PE Growth/Expansion, Seed Round",United Kingdom,,26.60,0.20 - 26.61,"Cybersecurity, Impact Investing, Manufacturing","Commercial Services, Financial Services, Healthcare, IT Services, Software",12,12,3,4,7,11,PE/Buyout,"1,064.45","Glasgow, United Kingdom",Acquired/Merged (Operating Subsidiary),"Founded in 2009, Maven Capital Partners is a private equity firm based in Glasgow, United Kingdom. The firm seeks to invest in companies operating in the technology, technology-enabled business services, cybersecurity, financial services, healthcare, and manufacturing sectors across the United Kingdom.",View Investor Online
458100-73,Prana Capital,Hunterhero,"Debt - General, Early Stage VC, PE Growth/Expansion, Seed Round",Brazil,,"1,887.53",0.19 - 29.09,,"Business Products and Services (B2B), Consumer Products and Services (B2C), Energy, Financial Services, Healthcare, Information Technology, Materials and Resources",12,8,,,,9,Asset Manager,193.95,"Sao Paulo, Brazil",Actively Seeking New Investments,"Founded in 2019, Prana Capital is an asset manager based in Sao Paulo, Brazil. The firm seeks to invest in private equity, venture capital, and real estate.",View Investor Online
11330-29,Vives Fund,Bionyra,"Early Stage VC, Later Stage VC, Seed Round, Spin-Off",Western Europe,,,0.11 - 8.01,"AgTech, Climate Tech, Digital Health, EdTech, FoodTech, HealthTech, Impact Investing, Internet of Things, Life Sciences, Manufacturing, Marketing Tech, Nanotechnology, Oncology, Space Technology, TMT","Agriculture, Pharmaceuticals and Biotechnology",12,10,2,2,6,10,Venture Capital,135.09,"Wavre, Belgium",Actively Seeking New Investments,"Founded in 2004, Vives Fund is a venture capital investment firm based in Louvain-la-Neuve, Belgium. The firm specialize in science-based and technology-driven start-ups with a strong academic foundation and the VIVES Inter-University Fund (VIVES IUF) a €75 million early-stage investment fund supporting innovative companies emerging from leading European universities and research centers.",View Investor Online
185491-63,BeAble Capital,Smart Fusion Energy,"Early Stage VC, Seed Round, Spin-Off",Spain,,,0.23 - 2.29,"3D Printing, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, CleanTech, Digital Health, FoodTech, HealthTech, Industrials, Life Sciences, LOHAS & Wellness, Manufacturing, Micro-Mobility, Nanotechnology, Robotics and Drones","Aerospace and Defense, Agriculture, Biotechnology, Computers, Parts and Peripherals, Electronics (B2C), Energy, Environmental Services (B2B), Food Products, Industrial Supplies and Parts, Machinery (B2B)",11,11,,,4,10,Venture Capital,96.17,"Madrid, Spain",Actively Seeking New Investments,"Founded in 2016, BeAble Capital is a venture capital firm based in Madrid, Spain. The firm refers to invest in industrial deep science, technology transfer, industrial companies, intellectual property, energy, advanced materials, micro and nano electronics, photonics, advanced computing, nanotechnology, industrial biotechnology, agriculture and food, environment, healthcare and wellbeing, medtech, robotics, and the artificial intelligence sector across Spain.",View Investor Online
