,,,Search Result Columns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Downloaded on:,14-Jul-2026,,,,,,,,,,,,,,,,,,,,
Created for:,"Stewart Neifert, Johns Hopkins Technology Ventures",,,,,,,,,,,,,,,,,,,,
Search Link:,https://my.pitchbook.com/?pcc=1356759-82,,,,,,,,,,,,,,,,,,,,
Search Criteria:,Investor Types: Angels/Incubators; Venture Capital; Assets Under Management: Min: 25M; Fund Strategy: Venture Capital; Fund Vintage Year: From: 2016; Fund Status: Open Funds; Deal Types: All VC Stages; All Series; Investors with Funds having invested in Deals matching criteria; ,,,,,,,,,,,,,,,,,,,,
* All investments represented are equity and add-on investments,,,,,,,,,,,,,,,,,,,,,
Investor ID,Investors,Last Investment Company,Preferred Investment Types,Preferred Geography,Preferred Deal Size,Dry Powder,Preferred Investment Amount,Preferred Verticals,Preferred PitchBook Industry,Investments,Active Portfolio,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Primary Investor Type,AUM,HQ Location,Investor Status,Description,View Investor Online
223644-97,Differential Ventures,Plastic Labs,"Early Stage VC, Seed Round","Canada, Israel, United States",,,0.25 - 2.00,"Artificial Intelligence & Machine Learning, Big Data, Infrastructure, SaaS",Software,3,3,,1,3,3,Venture Capital,102.00,"New York, NY",Actively Seeking New Investments,"Founded in 2017, Differential Ventures is a venture capital firm based in New York. The firm invests in companies operating in b2b, technology, SaaS, machine learning, artificial intelligence, infrastructure, and data sectors.",View Investor Online
772856-29,EA Ventures (Spain),NeuralTrust,"Early Stage VC, Seed Round","Europe, Southeast Asia, United States",,,0.23 - 0.57,"Artificial Intelligence & Machine Learning, B2B Payments, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Cybersecurity, Digital Health, E-Commerce, EdTech, Esports, FinTech, Gaming, HealthTech, InsurTech, Internet of Things, Marketing Tech, Micro-Mobility, Mobility Tech, Real Estate Technology, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, Virtual Reality","Financial Services, Healthcare, Software",3,3,,,3,3,Venture Capital,30.00,"Madrid, Spain",Actively Seeking New Investments,"Founded in 2021, EA Ventures is a venture capital firm based in Madrid, Spain. The firm invests in seed, pre-series A-stage companies operating in the SaaS, fintech, artificial intelligence, mobility, and sustainability companies, with a focus on Europe, Central Asia, and the United States.",View Investor Online
399137-77,Energy Capital Ventures,Eclipse Energy,"Early Stage VC, Seed Round",,,,2.00 - 5.00,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, CleanTech, Cryptocurrency/Blockchain, Cybersecurity, Oil & Gas, Robotics and Drones, SaaS, Supply Chain Tech","Commercial Transportation, Electrical Equipment, Energy Equipment, Energy Services, Software, Utilities",3,3,,1,3,3,Venture Capital,61.00,"Chicago, IL",Actively Seeking New Investments,"Founded in 2020, Energy Capital Ventures is a venture capital firm based in Chicago, Illinois. The firm prefers to invest in the natural gas industry.",View Investor Online
66132-46,Evidity Health Capital,GT Medical Technologies,"Later Stage VC, PE Growth/Expansion",United States,,,5.00,"Digital Health, HealthTech, Oncology","Healthcare Devices and Supplies, Healthcare Technology Systems",3,3,,,1,3,Growth/Expansion,140.00,"Miami, FL",Actively Seeking New Investments,"Founded in 2014, Evidity Health Capital is a growth equity firm based in Miami, Florida. The firm seeks to invest in private medical technology companies. This firm is a Registered Investment Adviser (RIA).",View Investor Online
762547-60,G2C Ventures,Examen (Business/Productivity Software),"Accelerator/Incubator, Angel (individual), Early Stage VC, Restart - Early VC, Seed Round",United States,,,0.10 - 0.50,"AdTech, Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, B2B Payments, Big Data, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, HR Tech, InsurTech, Internet of Things, Legal Tech, Marketing Tech, Mobile, Mobile Commerce, Mobility Tech, Mortgage Tech, Real Estate Technology, Restaurant Technology, Robotics and Drones, SaaS, Supply Chain Tech, TMT, Virtual Reality","Application Software, Automation/Workflow Software, Business/Productivity Software, Database Software, Educational Software, Entertainment Software, Financial Software, Internet Software, Multimedia and Design Software, Network Management Software, Operating Systems Software, Other Software, Social/Platform Software, Software Development Applications, Vertical Market Software",3,3,1,2,3,3,Venture Capital,30.00,"Palo Alto, CA",Actively Seeking New Investments,"Founded in 2021, G2C Ventures is an early-stage venture firm headquartered in Palo Alto, California. The firm invests in AI-native systems that automate enterprise workflows and monetize measurable outcomes, backing companies positioned to become operating layers within their industries rather than productivity tools. The firm evaluates investments against five criteria: exceptional founders, large cognitive enterprise markets, workflow ownership, year-one ROI, and durable moats resilient to LLM commoditization.",View Investor Online
114742-18,Geodesic Capital,Katalyst,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",Japan,,,,"Artificial Intelligence & Machine Learning, Big Data, Cybersecurity, FinTech, HR Tech, InsurTech, SaaS, TMT",Software,3,3,2,3,3,3,Growth/Expansion,746.00,"Foster City, CA",Actively Seeking New Investments,"Founded in 2015, Geodesic Capital is a growth capital firm based in Foster City, California. The firm prefers to make investments in technology companies.",View Investor Online
54942-85,Green Pine Capital Partners,Light Leap,"Bonds (Convertible), Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",China,,,,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, CleanTech, Internet of Things, Life Sciences, Robotics and Drones, TMT","Commercial Services, Computer Hardware, Other Consumer Products and Services, Pharmaceuticals and Biotechnology, Restaurants, Hotels and Leisure, Software",3,3,1,3,3,3,Venture Capital,"2,358.48","Shenzhen, China",Actively Seeking New Investments,"Established in 2007, Green Pine Capital Partners is a venture capital firm based in Shenzhen, China.",View Investor Online
399475-00,Green Rock (Brazil),Sanii,"Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion","Central America, South America",,,0.97 - 2.91,"Beauty, Cannabis, Digital Health, FemTech, HealthTech, Life Sciences, LOHAS & Wellness, Oncology","Biotechnology, Clinics/Outpatient Services",3,3,,,1,2,Venture Capital,38.79,"Sao Paulo, Brazil",Actively Seeking New Investments,"Founded in 2017, Green Rock is a venture capital firm based in São Paulo, Brazil. The firm prefers to invest in healthcare sectors.",View Investor Online
50901-94,iGlobe Partners,PixVerse,"Early Stage VC, Later Stage VC, Seed Round","Asia, Europe, United States",,0.00,,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, Climate Tech, CloudTech & DevOps, Digital Health, FinTech, FoodTech, HealthTech, InsurTech, Internet of Things, Life Sciences, LOHAS & Wellness, Micro-Mobility, Mobility Tech, SaaS, TMT","Agriculture, Financial Services, Healthcare, Semiconductors, Software, Transportation",3,,,,,3,Venture Capital,130.00,"Singapore, Singapore",Actively Seeking New Investments,"Founded in 1999, iGlobe Partners is a venture capital firm based in Singapore. The firm prefers to invest in proptech, mobility, media, robotics, digital banking, financial inclusion, payment, insurtech, and renewable energy sectors.",View Investor Online
749200-42,Keheilan Asset Management,Rimal Semiconductors,"Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion","Europe, Middle East, United States",,,0.11 - 1.14,FinTech,"Financial Services, Information Technology",3,3,1,1,2,3,Asset Manager,25.00,"Rijsenhout, Netherlands",Actively Seeking New Investments,"Founded in 2024, Keheilan Asset Management is an asset management firm based in Rijsenhout, Netherlands. The firm operates through multiple asset classes like venture capital, hedge fund, and mutual fund investments. The firm makes deep tech, fintech, and growth stage investments and does venture building as well. The firm follows long short equity strategy.",View Investor Online
893667-52,Kinetica VC,Esh-Tech Systems,"Early Stage VC, Later Stage VC, Seed Round",Israel,,,1.00 - 6.00,,"Aerospace and Defense, Information Technology",3,3,,,3,3,Venture Capital,100.00,"Tel Aviv, Israel",Actively Seeking New Investments,"Founded in 2025, Kinetica VC is a venture capital investment firm headquartered in Tel Aviv, Israel. The firm seeks to invest in the defense and technology sectors.",View Investor Online
529934-23,Lingotto,Stegra,,"Americas, Asia, Canada, Europe, United States",,,,,,3,3,,2,3,3,Hedge Fund,"12,707.82","London, United Kingdom",Actively Seeking New Investments,"Founded in 2023, Lingotto is an investment management firm headquartered in London and New York. The firm employs four different investment strategies with each fund run by its own managing partners. The firm is a wholly owned subsidiary of Exor.",View Investor Online
265884-76,LoftyInc Capital Management,Cauridor,"Early Stage VC, Later Stage VC, Seed Round",Africa,,,0.50 - 1.50,"AdTech, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Beauty, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FemTech, FinTech, FoodTech, HealthTech, HR Tech, InsurTech, Internet of Things, Legal Tech, Life Sciences, LOHAS & Wellness, Marketing Tech, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Mortgage Tech, Nanotechnology, Real Estate Technology, Restaurant Technology, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Educational and Training Services (B2C), Energy, Financial Services, Healthcare, Information Technology, Logistics, Other Commercial Services, Printing Services (B2B)",3,3,,,3,3,Venture Capital,100.00,"Houston, TX",Actively Seeking New Investments,"Founded in 2017, LoftyInc Capital Management is a venture capital firm based in Houston, Texas. The firm seeks to invest in spotlights, e-commerce, fintech, artificial intelligence, edtech, foodtech, enterprise software, healthtech, logistics, and climate.",View Investor Online
437095-90,LongeVC,SiPhox Health,"Early Stage VC, Seed Round","Americas, Asia, Canada, Europe, United States",,,0.50 - 5.00,"Artificial Intelligence & Machine Learning, Digital Health, HealthTech, Industrials, Life Sciences","Biotechnology, Diagnostic Equipment, Healthcare Technology Systems, Other Healthcare, Software, Therapeutic Devices",3,3,,1,1,2,Venture Capital,75.00,"Washington, DC",Actively Seeking New Investments,"Founded in 2020, LongeVC operates as a venture capital firm headquartered in Washington, D.C. The Firm invests early in regenerative medicine, AI for drug discovery, and breakthroughs in cancer, neurodegenerative, metabolic, and cardiovascular disease to advance clinically-validated interventions and cutting-edge science and technology to extend human healthspan.",View Investor Online
481464-82,Monte Carlo Capital,Acceler8 (Business/Productivity Software),"Early Stage VC, Later Stage VC, Seed Round","Europe, United States",,,0.30 - 1.71,"Artificial Intelligence & Machine Learning, Big Data, FinTech, SaaS, TMT","Business Products and Services (B2B), Financial Services, Software",3,3,1,1,2,3,Venture Capital,45.79,"Monaco, Monaco",Actively Seeking New Investments,"Founded in 2009, Monte Carlo Capital is an early-stage venture fund based in Monaco, Monaco. The firm invests primarily at Seed and selectively at Pre-Seed and Series A in deep tech and tech-enabled disruptors across sectors such as AI, SpaceTech, enterprise software, and the future of work. The firm's 2nd fund is targeted at $30M, using co-investment SPVs to build larger positions over time. The firm's strategy is to get onto outstanding cap tables early, co-invest alongside many of the world's leading funds and accelerators, and continue backing the strongest companies as they scale via SPVs. The firm focuses on businesses solving large, meaningful problems through technology and invests only where there is a credible path to multi-billion-dollar outcomes. The firm operates as a value-added co-investor across the US and Europe, investing alongside other leading VCs.",View Investor Online
277197-04,Navigate Ventures,Subphonic,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",United States,,,0.50 - 3.00,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, B2B Payments, Big Data, Construction Technology, Digital Health, FinTech, Internet of Things, Manufacturing, Mobility Tech, Oil & Gas, SaaS, TMT","Business/Productivity Software, Commercial Services, Enterprise Systems (Healthcare), Internet Software, IT Services, Other Business Products and Services, Other Information Technology, Other Software",3,3,,1,2,3,Growth/Expansion,30.00,"Beverly Hills, CA",Actively Seeking New Investments,"Founded in 2020, Navigate Ventures is a private equity growth firm based in Beverly Hills, California. The firm prefers to make early & mid-growth stage investments in B2B enterprise SaaS & internet companies between their series A and growth rounds based outside of Silicon Valley during their early growth stages and help them get to growth rounds. The firm look for companies that use the latest technologies and AI to solve big problems in traditional industries. The partners bring decades of investing, advising, and operating experience in enterprise SaaS and are focused on helping our portfolio companies prepare for rapid growth, scaling, and raising a growth round.",View Investor Online
434354-77,Orbit Capital,Sloneek,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",Eastern Europe,,,2.29 - 11.45,"Big Data, Internet of Things, Mobile, SaaS","Other Information Technology, Software",3,3,,,,3,Growth/Expansion,57.24,"Prague, Czech Republic",Actively Seeking New Investments,"Founded in 2019, Orbit Capital is a growth equity investment firm headquartered in Prague, Czech Republic. The firm invests in and also provides venture debt to technology and software companies.",View Investor Online
589087-18,Overmatch Ventures,Principal Mineral,"Early Stage VC, Later Stage VC, Seed Round",,,,0.50 - 100.00,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Cybersecurity, Infrastructure, Life Sciences, LOHAS & Wellness, Robotics and Drones, SaaS, TMT","Aerospace and Defense, Biotechnology, Energy, Software",3,3,,2,3,3,Venture Capital,500.00,"Austin, TX",Actively Seeking New Investments,"Founded in 2023, Overmatch is a venture capital investment firm based in Austin, Texas. The firm invests in early-stage companies building foundational technologies in deep tech, defense, and space.",View Investor Online
534867-04,PhotonVentures,Brilliance,"Early Stage VC, Seed Round",Europe,,,1.14 - 2.86,"Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, Cybersecurity, HealthTech, Internet of Things, Life Sciences, Nanotechnology, Robotics and Drones, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Computer Hardware, Energy, Healthcare Devices and Supplies, Healthcare Technology Systems, Media, Semiconductors, Telecommunications Service Providers, Transportation",3,3,,,1,3,Venture Capital,97.31,"Hilversum, Netherlands",Actively Seeking New Investments,"Founded in 2023, PhotonVentures is a venture capital firm based in Hilversum, Netherlands. The firm seeks to invest in companies operating in the deep-technology, data & telecom, medical & healthcare, sectors.",View Investor Online
64224-28,Quadrille Capital,TwelveLabs,"Later Stage VC, PE Growth/Expansion, Secondary Transaction - Private","Europe, United States",,,,"AdTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Big Data, Car-Sharing, CleanTech, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Internet of Things, Marketing Tech, Mobility Tech, Oil & Gas, Oncology, Pet Technology, Real Estate Technology, Restaurant Technology, Ridesharing, SaaS, TMT, Virtual Reality","Pharmaceuticals and Biotechnology, Software",3,3,,,,3,Venture Capital,"1,831.78","Paris, France",Actively Seeking New Investments,"Founded in 2001, Quadrille Capital is a venture capital firm based in Paris, France. The firm prefers to invest in companies operating in information technology, internet, healthcare, cleantech, and energy sectors, focusing on oil services, exploration & production, midstream, power, and renewable industries.",View Investor Online
94876-75,Quest Ventures,CoFab,"Accelerator/Incubator, Acquisition Financing, Angel (individual), Asset Acquisition, Early Stage VC, IPO, Merger/Acquisition, Mezzanine, Seed Round",Asia,,,0.05 - 2.00,"AdTech, Artificial Intelligence & Machine Learning, E-Commerce, Esports, FinTech, FoodTech, InsurTech, LOHAS & Wellness, Real Estate Technology, Supply Chain Tech","Food Products, Insurance, Logistics, Movies, Music and Entertainment, Other Media, Retail, Software",3,2,,,,2,Venture Capital,80.00,"Singapore, Singapore",Actively Seeking New Investments,"Founded in 2011, Quest Ventures is a venture capital firm based in Singapore. The firm prefers to invest in artificial intelligence, e-commerce, marketplaces, entertainment, finance, food, insurance, logistics, media, property, sports, and the Islamic digital economy sectors.",View Investor Online
11331-01,Run Ventures,Everee,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",United States,,7.46,0.10 - 15.00,"Nanotechnology, SaaS, TMT","Business Products and Services (B2B), Cable Service Providers, Consumer Products and Services (B2C), Financial Services, Internet Software, IT Services, Other Communications and Networking, Other Software, Telecommunications Service Providers, Wireless Communications Equipment",3,2,,,,3,Venture Capital,500.00,"Salt Lake City, UT",Actively Seeking New Investments,"Founded in 2000, Run Ventures is a venture capital firm based in Salt Lake City, Utah. The firm seeks to invest in technology companies across the United States. The firm is a Registered Investment Adviser (RIA).",View Investor Online
436065-40,Sequence Ventures,Rology,"Early Stage VC, Seed Round",Africa,,,,"3D Printing, Advanced Manufacturing, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, EdTech, FinTech, HealthTech, Impact Investing, Infrastructure, Internet of Things, Life Sciences, LOHAS & Wellness, Manufacturing, Mobility Tech, Nanotechnology, Robotics and Drones, SaaS, TMT, Wearables & Quantified Self","Biotechnology, Energy, Materials and Resources, Software",3,3,,,,3,Venture Capital,38.50,"Cairo, Egypt",Actively Seeking New Investments,"Founded in 2020, Sequence Ventures is a venture capital firm based in Cairo, Egypt. The firm seeks to invest in technology companies operating in artificial intelligence, blockchain, internet of things, and biotechnology sectors.",View Investor Online
267101-65,Shenzhen Zhongshi Dingcheng,Jitianxingzhou Space,"Early Stage VC, Seed Round",,,,73.70 - 737.02,"3D Printing, Advanced Manufacturing, Life Sciences, Nanotechnology, Oncology, Robotics and Drones, SaaS","Commercial Products, Commercial Services, Other Materials, Pharmaceuticals and Biotechnology, Road",3,3,,2,2,3,Venture Capital,117.92,"Shenzhen, China",Actively Seeking New Investments,"Founded in 2010, Shenzhen Zhongshi Dingcheng is a venture capital firm based in Shenzhen, China. The firm seeks to make investments in sectors like artificial intelligence, 3D printing, industrial robots, industrial internet, and autonomous cars sectors",View Investor Online
99285-49,Tech Square Ventures,Stellar Scale Nano Fabrication,"Early Stage VC, Seed Round",South,,,0.50 - 3.00,"Artificial Intelligence & Machine Learning, CleanTech, Infrastructure, Supply Chain Tech","Business/Productivity Software, Energy, Logistics",3,3,1,3,3,3,Venture Capital,140.00,"Atlanta, GA",Actively Seeking New Investments,"Founded in 2014, Tech Square Ventures is a venture capital firm based in Atlanta, Georgia. The firm seeks to invest in companies operating in the business-to-business, marketplace, logistics, artificial intelligence, supply chain, infrastructure, productivity & sustainability, energy, and technology sectors across the Southern United States. This firm is a Registered Investment Adviser (RIA).",View Investor Online
458632-99,TechAviv Founder Partners,Dimer Health,"Early Stage VC, Seed Round","Africa, Americas, Asia, Canada, Europe, Middle East, United States",,,0.50 - 3.00,"Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, B2B Payments, Big Data, Car-Sharing, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cybersecurity, Digital Health, E-Commerce, EdTech, FemTech, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Impact Investing, Industrials, Infrastructure, InsurTech, Internet of Things, Legal Tech, Life Sciences, LOHAS & Wellness, Manufacturing, Marketing Tech, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Mortgage Tech, Nanotechnology, Oncology, Real Estate Technology, Restaurant Technology, Ridesharing, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Business Products and Services (B2B), Consumer Products and Services (B2C), Energy, Financial Services, Healthcare, Information Technology",3,3,,,1,3,Venture Capital,80.00,"Tel Aviv, Israel",Actively Seeking New Investments,"Founded in 2020, TechAviv Founder Partners is a venture capital firm based in Tel Aviv, Israel. The firm is a pre-seed venture fund backed and powered by 150 of the world's most successful company builders, including 37 unicorn founders, public company CEOs, tech-giant execs, and top-tier VCs.",View Investor Online
58009-96,True Global Ventures,Sprouts.ai,"Early Stage VC, PE Growth/Expansion, Seed Round","British Columbia, China, France, Germany, Hong Kong, India, Luxembourg, New York, New York Metro, Poland, Quebec, Singapore, South Korea, Sweden, Turkey, United Arab Emirates, United Kingdom, West Coast",,,0.20 - 0.70,"Artificial Intelligence & Machine Learning, Big Data, Climate Tech, Cryptocurrency/Blockchain, Cybersecurity, EdTech, FinTech, Infrastructure, Marketing Tech, SaaS, TMT","Accounting, Audit and Tax Services (B2B), Communications and Networking, Computer Hardware, Education and Training Services (B2B), Energy, Financial Services, Infrastructure, Legal Services (B2B), Media, Software",3,3,,,3,3,Venture Capital,62.00,"Singapore, Singapore",Actively Seeking New Investments,"Founded in 2010, True Global Ventures is a venture capital firm based in Singapore. The firm prefers to invest in early stage companies operating in artificial intelligence, financial services, cybersecurity, marketing tech, energy and edtech sectors.",View Investor Online
10297-90,Valor Equity Partners,Dominion Dynamics,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",North America,,"1,326.48",10.00 - 75.00,"Artificial Intelligence & Machine Learning, E-Commerce, FinTech, FoodTech, Industrials, Infrastructure, Manufacturing, SaaS, TMT","Commercial Services, Food Products, Infrastructure, Other Consumer Products and Services, Retail, Software",3,3,3,3,3,3,Growth/Expansion,"59,316.63","Chicago, IL",Actively Seeking New Investments,"Founded in 1995, Valor Equity Partners is a growth equity firm based in Chicago, Illinois. The firm prefers to invest in consumer, infrastructure, industrial services, manufacturing, food, retail, and technology sectors.",View Investor Online
97607-35,Value Creation Capital,Optics11 Life,"Convertible Debt, Later Stage VC, Leveraged Recapitalization, Management Buyout, PE Growth/Expansion, Seed Round","Belgium, Germany, Luxembourg, Netherlands",,,1.14 - 5.72,"Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, Cybersecurity, FinTech, Internet of Things, Life Sciences, Nanotechnology, Robotics and Drones, SaaS, Supply Chain Tech, TMT","Accounting, Audit and Tax Services (B2B), BPO/Outsource Services, Commercial Products, Communications and Networking, Computer Hardware, Construction and Engineering, Consulting Services (B2B), Education and Training Services (B2B), Environmental Services (B2B), IT Services, Other Information Technology, Security Services (B2B), Semiconductors, Software",3,3,,,,2,Venture Capital,85.86,"Bilthoven, Netherlands",Actively Seeking New Investments,"Founded in 2005, Value Creation Capital is a venture capital firm based in Bilthoven, Netherlands. The firm seeks to invest in startups operating in cybersecurity software, managed security services, safety management, high-tech, and smart products, nanotechnology, robotics, microsystem technology, and information technology sectors.",View Investor Online
54287-83,Vesalius Biocapital Partners,Nutrium,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Recapitalization, Seed Round, Spin-Off",Europe,,,1.14 - 11.45,"Digital Health, HealthTech, Life Sciences","Healthcare Devices and Supplies, Healthcare Technology Systems, Pharmaceuticals and Biotechnology",3,3,,,1,3,Venture Capital,269.04,"Strassen, Luxembourg",Actively Seeking New Investments,"Founded in 2007, Vesalius Biocapital Partners is a venture capital firm based in Strassen, Luxembourg. The firm seeks to make investments in the life science, therapeutic, medical device, diagnostic, and biotechnology sectors.",View Investor Online
54266-59,Vocap Partners,Givergy,"Early Stage VC, Later Stage VC, Seed Round","DC Metro, Great Lakes, Mid Atlantic, Midwest, Mountain, New England, New York Metro, Northeast, South, Southeast, Southwest",1.00 - 30.00,,4.00 - 10.00,"Advanced Manufacturing, B2B Payments, Digital Health, FinTech, HealthTech, HR Tech, Infrastructure, Marketing Tech, SaaS, Supply Chain Tech","Healthcare Technology Systems, Industrial Supplies and Parts, Logistics, Media and Information Services (B2B), Movies, Music and Entertainment, Other Financial Services, Software",3,3,,1,2,3,Venture Capital,150.00,"Atlanta, GA",Actively Seeking New Investments,"Founded in 2010, Vocap Partners is a venture capital firm based in Atlanta, Georgia. The firm prefers to invest in companies operating in enterprise productivity, healthcare information technology, fintech, supply chain & industrial, and media & entertainment sectors.",View Investor Online
108618-40,20VC,Structured AI,"Early Stage VC, Seed Round",,,,0.13 - 19.96,"AdTech, Artificial Intelligence & Machine Learning, Climate Tech, FinTech, SaaS","Energy, Financial Services, Information Technology, Media",2,2,1,1,2,2,Venture Capital,250.00,"London, United Kingdom",Actively Seeking New Investments,"Founded in 2014, 20VC is a venture capital firm based in London, United Kingdom. The firm seeks to invest in startups operating in the media, artificial intelligence, fintech, consumer, climate, and SaaS sectors.",View Investor Online
51006-88,500 Global,Carevision (Decision/Risk Analysis),"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round","Asia, Europe, Middle East, United States",,1.56,0.10 - 0.30,"AdTech, AgTech, AudioTech, Big Data, E-Commerce, FinTech, Internet of Things, Mobile, SaaS, TMT","Commercial Services, Computer Hardware, Financial Services, Media, Services (Non-Financial), Software",2,2,,,1,1,Accelerator/Incubator,"2,300.00","Palo Alto, CA",Actively Seeking New Investments,"Founded in 2010, 500 Global is an accelerator and incubator firm based in Palo Alto, California. The firm seeks to invest in media, consumer services, computer hardware, software, commercial services, software-as-a-service, mobile, financial technology, big data, and e-commerce sectors across the United States, Europe, Southeast Asia, and the Middle East region. This firm is a Registered Investment Adviser (RIA).",View Investor Online
539359-84,6 Degrees Capital,Lightbringer,"Early Stage VC, Seed Round",Europe,,,1.14 - 11.45,"Artificial Intelligence & Machine Learning, FinTech, SaaS, TMT","Financial Services, Software",2,2,,,2,2,Venture Capital,286.22,"Antwerp, Belgium",Actively Seeking New Investments,"Founded in 2022, 6 Degrees Capital is a venture capital firm based in London, United Kingdom. The firm seeks to invest in information technology, finanical services, financial technology, SaaS & artificial intelligence sectors based in the European region.",View Investor Online
1375512-94,Adapt Us Capital,Bactery,"Early Stage VC, Seed Round","Canada, Europe, United States",,,,"AgTech, CleanTech, Climate Tech, Impact Investing, Infrastructure, Internet of Things","Alternative Energy Equipment, Beverages, Energy Infrastructure, Energy Production, Energy Storage, Energy Transportation, Food Products, Other Energy Services, Water Utilities",2,2,2,2,2,2,Venture Capital,30.00,"Toronto, Canada",Actively Seeking New Investments,"Founded in 2025, Adapt Us Capital is a venture capital firm based in Toronto, Ontario. The firm provides early-stage venture capital and venture building services targeting climate adaptation, investing pre-seed to Series A in companies that address structural shifts in consumer and corporate demand driven by a 2.5°C+ warming scenario. The firm is focused on sectors where demand increases as climate impacts intensify, including cooling and thermal management, resilient materials, food and crop security, coastal protection, and adaptive IoT, operating a blended fund and venture builder model to source, invest in, and actively scale portfolio companies to Series B and beyond.",View Investor Online
181048-87,Agent Capital,Flare Therapeutics,"Early Stage VC, IPO, Later Stage VC, PIPE, Seed Round","California, Illinois, Massachusetts, New York, Western Europe",,50.59,1.00 - 15.00,"Advanced Manufacturing, Life Sciences, Oncology",Pharmaceuticals and Biotechnology,2,2,,,,2,Venture Capital,190.00,"Waltham, MA",Actively Seeking New Investments,"Founded in 2017, Agent Capital is a venture capital firm based in Waltham, Massachusetts. The firm seeks to invest in the healthcare sector in early-and later-stage financings. The firm mainly focuses on immunology, neuroscience, oncology, ophthalmology, and rare diseases. This firm is a Registered Investment Adviser (RIA).",View Investor Online
52238-08,Algebris,Ren Electron,,,,,,,,2,2,,1,2,2,Asset Manager,"38,925.40","London, United Kingdom",Actively Seeking New Investments,"Founded in 2016, Algebris Investments is an independent global asset manager headquartered in London, United Kingdom. The firm's financials have been at the core of its expertise since inception, spanning across credit, equity, and private debt. Over the years, the firm has expanded its capabilities to include global credit and global equity, as well as Italian equity. The firm's private investments side supports the transition to a greener and more sustainable economy via its private equity solutions. The firm's focused and thematic approach has been the cornerstone of its strategies.",View Investor Online
56583-10,Aquiti,Cardnexus,"Buyout/LBO, Convertible Debt, Early Stage VC, Loan, PE Growth/Expansion, Seed Round",France,,0.87,0.11 - 11.45,,"Commercial Services, Consumer Products and Services (B2C), Healthcare, Materials and Resources, Software",2,2,,1,2,2,PE/Buyout,297.66,"Bordeaux, France",Actively Seeking New Investments,"Founded in 1998, Aquiti is a private equity firm based in Bordeaux, France. The firm seeks to invest in companies operating in the technology sector across the south-west of France.",View Investor Online
